listing_id,id,date,reviewer_id,reviewer_name,comments
8522451,215353691,2017-11-29,145898377,Emma,"Excellent place, close to shops, park and great communication with the host.<br/>Highly recommend Tatiana's place :)"
8522451,217894147,2017-12-10,17795799,Sharon,"Tatiana was a wonderful hostess and even left some cookies for my kids which were greatly appreciated!  Location is good in a quiet neighborhood close to a great park/playground and great shopping nearby. Lots of restaurants to chose from and waitrose, sainsbury and planet organic nearby. Would definitely stay here again!"
8522451,224121936,2018-01-02,13052062,Joseph,"Great location, very responsive host, clean and well equipped apartment. Really happy with everything - thanks Tatiana!"
8522451,242588217,2018-03-12,162679133,Matthew,Very nice
8522451,244265763,2018-03-18,145125009,Alexandra,"Tatiana's place was a perfect choice for us on our long weekend in London. The apartment is very clean and pretty and the neighborhood is beautiful and very quiet. Tatiana herself is an amazing host, very helpful through messages and communicative. I absolutely recommend her place to everyone."
8522451,257469536,2018-04-26,24848357,Glenn,Great flat. Tatiana was very helpful and accommodating.
8522451,263619275,2018-05-12,107184961,Catarina,"Tatiana was a great host and even though we only had communication via message, she was always very helpful from the moment I made the booking. The flat was lovely and perfect for our short stay, very well located and in a super quiet neighbourhood."
8522451,269889677,2018-05-28,190554562,Liz,Great location and beautiful little apartment. Very clean and Tatiana is available throughout the stay for any questions!! I'd go back!
8522451,275095330,2018-06-10,3140882,Aleksandra,"Tatiana’s place was very nice,clean and quiet.Easy to get to public transport (10min walk) and very close to the park and shopping mall just next to it.Would definitely recommend it to a friend :) Tatiana is easy to reach and quick to respond to anything you might need :)"
8522451,283161086,2018-06-29,71745830,Ceyuan,离商店超市很近，在一个居民区里面，很安静，屋子里需要的东西也都一应俱全，房屋主人很不错，沟通起来很顺畅。
8522451,285247706,2018-07-03,5307218,Lucy,"Perfect location for our trip to Wimbledon – the apartment had everything we needed for our stay (extra thanks for the breakfast supplies too which were very helpful). Clean, tidy and easy communication with Tatiana, many thanks."
8522451,314888248,2018-08-27,79443429,Sophia,Tatiana is a very nice host and repond our request quickly. The flat is very quite and cosy. We have a nice stay in Tatiana's flat.
8522451,337093729,2018-10-15,66628831,Nicole,"Tatiana’s flat was perfect for my short stay.  Close walk to shops and restaurants ,clean and tidy, she also supplied breakfast items as well as a list of things to do in the area. Although I did not meet Tatiana at check in she was a very responsive host, I would stay here again."
8522451,345029638,2018-11-04,220793931,Francisco,Bien comunicada. Bastante aceptable
8522451,365392726,2019-01-01,81318029,Khyati,Tatiana’s place was very spacious. The little touches that she gave to the apartment was very nice. The place is sufficient for two. The bedroom and kitchen was very spacious. The kitchen was well equipped. We found the bed smaller in size and was not the regular king size. So if you are people who sleep in king size bed then it might get uncomfortable. <br/>Tatiana was a super host. She was very quick in responding to all our queries. She arranged for us late check in and check out which was very nice of her. She also had put some welcome sweets taking care of our vegetarian requirement. The kitchen had stuff for breakfast so it was easy. It would have been great if she would had put in some breads and enough milk for our stay. <br/>The apartment is around 15 mins walk from the Southfields station and you can reach central London in 35-40 mins. Overall a great place to stay in. Thank you Tatiana for hosting us. <br/>Khyati and Gaurav
8522451,431611792,2019-04-01,14458292,Catherine,"Tatjana was very attentive to our comfort from the reservation, and throughout our stay. many tips on routes and local addresses, which we enjoyed a lot. I recommend highly."
8522451,434681172,2019-04-08,232536514,Mai,The flat is very comfortable and cozy. There are some shopping spots and restaurants near the place. Tatiana was very supportive host and she gave me some useful information to stay her place! I highly recommend Tatiana’s flat.
8522451,458670326,2019-05-26,16487690,Simone,"Great place to stay. Quite close to public transport, really clean and stylish."
8522451,465682058,2019-06-08,57522459,Shawn,"Tatiana's place is excellent if you visit London and plan to hang around the western part of the city. Lots of nearby pubs, parks, and a short walk to the river for a nice walk as well! She is a great host, was incredibly responsive, and was flexible for our needs."
8522451,483109093,2019-07-07,150409065,James,"Good location, close to shops, quiet area. 25 minute walk to Wimbledon tennis. Flat is well equipped, bedroom is spacious. Great communications from host, key pickup/dropoff is about 10 minutes walk away"
8522451,488706852,2019-07-15,168415320,Oliver,Tatiana’s flat was lovely. Very clean and homely. We chose this place as it was close to Wimbledon and it was the perfect location.<br/>Lots of shops and restaurants close by. <br/>What stood out for me was Tatiana’s communication. She was clear in her checkin instructions and contacted me promptly before our checkin.
8522451,497076746,2019-07-28,24296402,Marie-Françoise,"Appartement tout à fait conforme à la description, bien équipé , très propre et très calme . Le quartier est très agréable . Tatiana est très réactive . Merci pour ses renseignements et marques d’attention"
8522451,518881992,2019-08-27,209757697,Shannon,"Tatiana’s flat was gorgeous, tiny bit cosy! Had an alright check in had to go to a organic shop to pick up the keys from the locker. Got to the flat and as we arrived the lady who lives above Tatiana wasn’t very friendly but that didn’t stop us having a lovely stay. there was a big note on the table from Tatiana explaining how everything works and all the things you can do in the area and transport she also left us a little chocolate brownie treat which was kind of her. The only issue was the parking you have to pay from 9:30am - 4:30 on the machine. Overall I had a lovely stay"
8522451,587682124,2020-01-03,198845767,Anni,"The flat was exactly like in pictures very clean and there was everything we needed, bed was comfortable and Tatiana was a great host!"
8834649,51809566,2015-10-24,37423433,Juri,"We had the pleasure of being hosted by Katherina for about a week. This is newly renovated house and we had very new, big and bright room. It was spotless clean as the rest of the house, warm (Katherina never stops worrying how comfortable her guest are), and most importantly for us - friendly. We had been cared for in every way possible. As a host and accommodation she could be easily described as truly professionalista.<br/>Jury and Miglena"
8834649,52368238,2015-10-28,34796385,Elena,"It's an excellent place to stay in London! Very good location, just 7 minutes from underground station, quiet and safe place. The flat is really nice, stylish and clean. The room is beautiful with comfortable bed. Kate is a perfect host! She found for us a lot of information about London's sights, excursions etc, gave us very useful advices. We really enjoyed this time there. We would be glad to stay there again and we recommend it to anyone. Thank you very much, Kate)"
8834649,53908409,2015-11-14,46214693,Sophie,Katherina was very welcoming and friendly. The flat was very clean and well kept. The room was lovely - spacious and very comfortable! Location was great - only a 10 min walk to the tube.
8834649,56785290,2015-12-18,4686399,Carl,"We stayed with Kat for a month and she was a very friendly and welcoming host. Her room was spacious, clean and comfortable and her flat is very nicely decorated. Thanks Kat we had a lovely stay with you!"
8834649,58565975,2016-01-03,18318531,Jaclyn,"We had a wonderful stay at Katherina's! She is the loveliest host ever! She actually helped us a lot as my bf was having a really bad and painful abscess on his foot and she gave us a lot of useful advises and she even brewed herbs for him to soak his leg to help him ease the pain and reduce the inflammation. She also walked me to the chemist as well as the mini cab shop to call for a cab to the hospital. We really didn't expect that and we are so moved by her kindness. Apart from this, the room is exactly the same as showed in the picture and the flat itself is super cosy and it makes us feel so much like home! I will strongly recommend you to stay in here! <br/>P/S Katherina bakes awesomely tasty cake too yumz"
8834649,66223437,2016-03-20,8844915,Kyle,I've had the best experience staying with Katherina! She's a very good host and an excellent baker! I enjoyed our little chats together. <br/><br/>The room was great! It's very big which was good for my 3 suit cases! Great location close to the tube into central. <br/><br/>Thank for Katherina for my experience settling into my London life! 
8834649,73928355,2016-05-11,63332912,Anthony,"Katherina made me feel very welcome and was always very friendly to me. She offered to provide me with as much information as possible and kept the house very tidy. <br/><br/>The room was spectacular and by far one of the best rooms I've stayed in, especially with the décor. The entire house was well lit, clean, fresh and well-ventilated. The complimentary supply of tea, coffee, biscuits and a kettle within the room just topped it all off. This was all for a good price, particularly for London.<br/><br/>Thank you very much Katherina! "
8834649,74308757,2016-05-14,23080667,Darroch,"Kat was very welcoming, the room was exactly as described and very comfortable. I would definitely recommend this room to other visitors. Thank you :D"
8834649,75124059,2016-05-19,46479882,Jie,We has a great time in this house and London! Very nice host!
8834649,76035934,2016-05-24,67252695,Champa,"Kat welcome us with a big smile. She gave us many ideas with our shopping and places to visit. We shared great stories,  she made us very comfortable in her house and we loved her beautiful cat. The room was big and clean. She provied some beautiful sweets which I  loved very much.Once she called me to have dinner with her. She is very caring, loving and easy going person and we love to visit her place agian. "
8834649,78949309,2016-06-10,73530723,Diane,"Katherina was a great host! So caring and extremely friendly, she made me feel right at home. The room is really beautiful, quiet, and the bed is super comfortable. You can really tell the amount of creativity went into the décor, everything is just perfect! Its also really close to station and easy to get to the city. I would definitely stay at Katherina if I wasn't moving to London myself. The whole experience was truly wonderful!<br/><br/>PS, Katherina has a beautiful friendly cat, she's super cute and very entertaining.x "
8834649,88605858,2016-07-25,61295127,Kate,"I stayed with Katerina for 3 weeks, and it was an absolute pleasure. She welcomed me into her home with a big friendly smile, and went above and beyond her duty. Aside from her kindness, the room is beautiful and very spacious. The flat in general, was always kept extremely clean. I would definitely recommend staying here, and would like to thank Katerina for her hospitality - it was exceptional. "
8834649,94328911,2016-08-15,45080989,Joan Antoni,Super!!!!
8834649,101793492,2016-09-15,32065442,Gav,"Very welcoming, pleasant and kind. A good sized room and a friendly and accommodating host. Highly recommended. "
8834649,102866130,2016-09-19,9842365,Daphne,"It was a pleasure to be able to stay at Kat's place and to also hang out with the lovely cat, Henrietta. Kat was helpful, communicative and super friendly. The room was spacious, clean, bright and airy and I loved the decor! I had everything I needed including a small desk to do some work and a comfy bed. The shared toilet was clean and so was the kitchen. Overall a fantastic stay and highly recommended. :) Thank you Kat! "
8834649,104883848,2016-09-29,12829163,Sharan,The room was extremely comfortable and the house was always clean. I thoroughly enjoyed my stay.
8834649,111864973,2016-11-02,98777254,Лариса,I was greatly impressed by staying at Kat's home. The room was spacy and nice decorated. The bed was very comfortable.  All necessary pieces of furniture were there. Besides I could cook in the kitchen any time and use a fridge. Katherina is very friendly and hospitable. Also she gave me some information about London underground and trains. She's very helpful and sociable. I'm really happy to meet her. A few words about neighboring area. There are many cafes and shops not far from her house. It's 10 min. walk to get to the Underground and 2 min. - to the bus stop.  This area is quiet and nice)
8834649,123672238,2016-12-30,53536817,Adam,"Katherina's place is lovely. The location in Walthamstow is perfectly convenient to get a balance between access to central London, with peace, quiet and comfort and an affordable price. The room is a decent size with good facilities including a kettle, a fantastic array of tea to choose from, and some yummy chocolates and biscuits too. Although this accommodation is shared, one doesn't feeling they're intruding at all, due to the warm welcome but also the privacy offered by Katherina. We were able to use the kitchen and bathroom as we wished, and were provided with storage for food and toiletries. Katherina also has a lovely, friendly cat named Henrietta - we took quite a liking to her too! <br/>Not only did Katherina offer warm welcome and accommodation, she took time to make restaurant suggestions and share some experiences of theatre in London. <br/><br/>Our stay couldn't have been better. Highly highly recommend. "
8834649,125161861,2017-01-04,61271353,Lisa,"Die Zeit bei Katharina war super. Sie war sehr hilfsbereit und immer darum bemüht uns einen angenehmen Aufenthalt zu ermöglichen. Auch als wir durch eine Verspätung des Flugzeuges erst ziemlich spät abends ankamen, war das für Katharina kein Problem.  Die Unterkunft liegt zwar nicht ganz Central, aber die Verbindungen sowohl in die Stadt, als auch zum Flughafen waren sehr gut. <br/>Alles in allem hätten wir eine wirklich schöne Zeit in London. "
8834649,129531020,2017-01-31,99220672,Ayla,"Katherina's place is great - well connected to London, clean, quiet, with a lovely, friendly host and friendly cat. "
8834649,132354430,2017-02-17,32234324,Sunkanmi,Katherina was such a warm and friendly host.<br/>I thoroughly enjoyed my stay in her cosy apartment. Highly recommended.
8834649,132734540,2017-02-19,10996549,Dimitrios,Katherina's place was exactly as described and shown in the pictures. 10 to 12min walk to whalthamstow central. Very good location close to Whalthamstow village as well.
8834649,137908541,2017-03-18,81926460,Elisa,"I spent 4 nights at Katherina's lovely home. The room is just as nicely decorated as it shows in the photos, clean, warm, with everything you need, as well as tea making facilities, towels, toiletries and hair-dyer in case you do not wish to bring your own. Katherina herself is a fantastic host, friendly, supportive, and knowledgeable of places in London you may want to visit. She will go beyond her duty for her guests and you can surely count on her for everything you may need. The bathroom is shared, very clean and beautifully decorated. The kitchen is also beautifully decorated, clean, and fully equipped with everything you need. The home is located in London's travel zone 3, less than 10 minutes walk from Walthamstow tube station. Trains to central London are very fast and you can be anywhere around the centre in a breeze. Walthamstow seems to me to be a safe area to be in, including after dark, and the street where the house is, is itself very quiet. There are also various restaurants on the main streets, and pubs and places where you can grab a bite. There is a sweet and friendly cat in the house, Henrietta, who will be a pleasant surprise to any cat lover. However Henrietta is very polite and quiet, so in case you do not fancy the idea of having a pet around the house, do not worry, she will not disturb you and will be barely noticeable. I will definitely stay again at Katherina's place when l am back in London, a true home away from home, and l would not hesitate to recommend this place for solo travellers as well as couples (the bed in the house is king size). An overall lovely experience for a first-time AirBnb user like myself. Thank you Katherina, see you soon! "
8834649,145190883,2017-04-17,123658522,Mauricio,"Excellent place. Even better that what is seen in pictures. Room is very big and also bed. Its very clean. bathroom is very clean. Katherina is going to give you a space in her refrigerator.   She has a cat that is very lovely and clean.<br/><br/>I strongly recomend this place. I would have to come back to london, i would definitely come to katherina's place"
8834649,147222518,2017-04-25,81279126,Rebecca,"Felt very welcomed here- like I was in my own home. <br/>Close to tube, comfy bed, spacious room. Space for your things in kitchen etc. Happy; 1st time using air bnb."
8834649,156801693,2017-06-01,119577489,Kaitlyn,"Clean and very spacious room, friendly host, short walk to shops and 9 mins to tube when walking at a good pace. "
8834649,168796798,2017-07-10,134732235,Anja,My daughter and me enjoyed our stay very much and will choose this room again if we come back to London.<br/><br/>The Victoria Line is only a 5 mins walk away and takes you directly to Oxford Central - perfect for shopping :)
8834649,182818116,2017-08-15,5425356,Alice,"We loved staying here. Katherina was wonderful, communication was great and the place is not far from shops and the train station into the city. I highly recommend"
8834649,194188948,2017-09-16,119312081,Nina,"We stayed with Kat for two weeks while trying to get settled into London and Kat couldn't have make us feel more welcome and at home! She has a fantastic place in Walthamstow, everything is exactly as seen in the photos, the room is huge, clean and super-comfortable. Location was excellent, very close to the tube and the supermarket. Her and her cat Henrietta are both incredible hosts and I am going to miss our little kitchen chats! Can't recommend this place enough - you will not regret it! Thanks again Kat and see you soon! :)"
8834649,196972288,2017-09-24,46950363,Rowan,"Katherina's house is lovely, clean and quiet and our room was cosy and stylish. In a perfect location for exploring London. Good value too."
8834649,199082442,2017-10-01,135329722,Ross,"Kat is a lovely host, and staying at her place was a pleasure. Would higjly recommend it."
8834649,201804643,2017-10-09,81139014,Yacco,"Katherina is a dreamhost, the place is great value, superclean and neat. Highly recommended for E17!"
8834649,204696303,2017-10-19,154446354,Kristina,"Katherina is a fantastic, lovely host and I really enjoyed staying with her. Everything was very uncomplicated and the bedroom looked even better than in the pictures (and is very clean). The place is about 10 minutes away from a tube station that takes you directly to the centre of London. Katherina gave me great tips on what to do in London (Regents Park was definitely worth a visit!) and I will miss our little chats!"
8834649,205484132,2017-10-22,9740705,Stephanie,"Wonderful place. Just off the main road where all the fun is, yet it was quiet at night on a Friday and Saturday, and I had great sleep. Clean, pretty room, friendly host. What a lovely place!"
8834649,236826056,2018-02-20,56773196,Naa-Lamle,"I cannot say 'thank you' enough for how Katherina has welcomed and embraced me during my entire stay. I truly felt like I was at home away from home. I LOVED everything about the room I stayed in. I had a good night's sleep which is very important for me as a medical student. The bed was very comfortable to sleep on. Honestly, everything about the flat was perfect-- the location, the value, the ambience, etc. Katherina is a superb host. I HIGHLY recommend booking with her. I will definitely stay with her again in the future."
8834649,275550543,2018-06-11,56773196,Naa-Lamle,The bedroom is so lovely and unique. There is a lot of space in the room. You will feel at home and enjoy a good night's rest. Katherina does well to make sure that you are comfortable and satisfied. You will not be disappointed.
8834649,280526580,2018-06-23,63695192,Peter,"Katherina's ""winter room"" offers a pleasant night's sleep in a quiet part of Walthamstow.  Also very conveniently located just 10 mins walk from Walthamstow Central tube.   "
8834649,294036416,2018-07-21,201627244,Nuzhat,"A great host and person,always helpful. Highly recommended"
8834649,328755067,2018-09-27,211493792,Huw,"a very pleasant stay (over 3 weeks) in a very convenient location for working in Central London. Hadn't considered Walthamstow but it's 12 minutes on the victoria Line to Kings Cross. Katherina is a very considerate host and her cat, Henrietta, apparently decided that she liked me. Comfy and well appointed accommodation."
8834649,331678976,2018-10-03,40112375,Emily,"Kat’s place is so lovely and Kat is so lovely ! The room was so thoughtfully and artfully put together. I felt very homey and comfortable the second I checked in. Kat is a caring and thoughtful host. I loved the location, there are coffee shops and restaurants right there and the tube is only about a 10 minute walk away with grocery stores and shops on the way if you need anything. I loved my stay here and will definitely stay again next time I’m in London."
8834649,342199833,2018-10-28,200828962,Shailen,I got a very good welcome at her house. House was neat and clean and close to tube.
8834649,350748184,2018-11-20,43295998,Shih-Ling,"I can thoroughly recommend staying at Kat's lovely, relaxed house - she is a warm and friendly host ,and her cat is super cute.<br/>Her house is immaculate and decorated in a stylish manner, my airy room was light and the bed was comfy.<br/>Book with confidence! <br/>Thanks, Kat, would love to stay with you again!"
8834649,352985281,2018-11-26,33719892,Carol,Kat's place is a welcoming safe haven with everything one needs. The house is compact but there is a lot more space in the room than many London rooms on that budget. You have a feeling of privacy and comfort despite the size. Kat has given a lot of thought to the interior decoration which is appreciated. Walthamstow wetlands are a must -visit within half hour walk or round the corner from Black horse tube. I  am so pleased Kat reminded me to go there! Walthamstow Village is also worth a visit.
8834649,354693718,2018-12-02,69715362,Endra,"Kats place is beautifully decorated :) even if the apartment is a little small, the room is spacious, clean and thoughtfully styled! The bed was super comfy and there’s a wardrobe for to keep all your stuff in. <br/><br/>There are a lot of shops and cafes just 2 mins away from the house so everything is pretty conveniently located. <br/><br/>I was greeted by Kat’s cat, Henry I think it’s name was :) super friendly and adorable! Even tho I didn’t have time to meet Kat, she’s very quick to respond to my questions and messages so she’s a great and reliable host who will take care of you during your stay!"
8834649,357746737,2018-12-11,53051413,Patrick,Katerina was a fantastic host and my girlfriend and I enjoyed her house for few days. <br/>We will definitely recommend her to our friends.
8834649,359870085,2018-12-18,40112375,Emily,"This was my second time staying with Kat. Her home and my room were so cozy and comfortable. The room is very atmospheric and winter themed. The bed is extremely comfy too. There’s more than enough room to stretch out in the room. The location of Walthamstow is very chill and only a few stops away from central London. It was nice to have a quieter part of London to return home to. Kat is very welcoming, funny and accommodating. I’ll def come again next time I’m in London! Thanks kat!"
8834649,364231868,2018-12-30,179223301,Than,"Katherina was every bit as lovely as we expected; it was clear more than anything that she genuinely loves to host. The house was immaculately clean, well presented and in a very convenient location near the town centre in Walthamstow. Not least, Katherina was wonderfully helpful in every way - I would highly recommend to anyone."
8834649,367195638,2019-01-04,137612490,Edward,"nice place a few minutes from the underground easy to get to the centre; nice room , we enjoyed our stay"
8834649,417761662,2019-02-28,173486976,Yazgulu,"Katherina and her cat Henrietta were more than a host; they are real friends and we felt like at home. She is a friendly face that everybody needs to see at a place, she is a good company and at the same time respects to privacy. <br/>The house is just 10mins walk from Walthamstove Central tube station which is on Victoria line ( Victoria Line is an advantage as it is working 24/7 ). Tesco express is only 2-3mins walk, the main street (hoe street) and the high street of Walthamstove Central is only 3-5mins away. <br/>The internet connection was always great and the house was always warm. The room and the house was very clean and the design of the house was unique!<br/>You should definitely choose Katherina’s place to stay if you are looking for a place like home :)"
8834649,421389603,2019-03-09,145024383,Lenka,"Kat was very friendly host who likes help with everything. I also love her cat Henrieta. :-) The room was big and cosy looking, my bed was very comfortable. I was very happy about having lots of hangers in the wardrobe. :-) I had the opportunity to use the collective kitchen and the bathroom. I missed a key from the bathroom. I had my own place in the kitchen in the fridge and in the skewer too. It was nice to live there. :-)"
8834649,435441624,2019-04-10,47910929,Georgia,"Kat made me feel very welcome and I really enjoyed my stay in her house. The location is very good for accessing central London, and the room was very comfortable. I felt really relaxed there! Would definitely recommend!"
8834649,452860262,2019-05-14,140310876,Rike,"I had a great stay at Kat's place. She really displays outstanding hospitality. The room was great and the tube station was about 10 minutes away by walking, so the location is excellent."
8834649,462695711,2019-06-02,8871838,Helen,Katherina's place is really lovely and cosy.  The double room is comfortable and spacious.  Katherina is a wonderful host and tries really hard to make all her guests have a great time.
8834649,475012848,2019-06-23,12569184,Farhad,Excellent location and large spacious room with a lot of storage space. Highly recommended if you are visiting London. The area is close to all the amenities and transport links. Oxford Circus is only 30min by Tube.
8834649,477548231,2019-06-28,232797271,Hamid,Katherina is a very welcoming host and would definitely stay again. Very close to the station with great links to central London (~30 mins). Well decorated house and very cute cat to match. <br/><br/>Thanks for the amazing hospitality!
8834649,480256908,2019-07-02,141566431,Irina,Thanks Kat for your hospitality.<br/>Location  - easy access to the Central London.
8834649,482396468,2019-07-06,81575147,Astrid,I had an amazing time over at Katherina’s place. It was my first time in London and she just went above and beyond to make sure I had a great time. She gives you a lot of privacy but is also a great host if you need to talk. The room is spacious and clean. There is lots of spots to store clothes and a table in case you need to use your computer. Her cat is so lovely and welcoming. My favorite part about my trip is meeting genuinely great people like her. Hopefully I can visit her soon again.
8834649,501165728,2019-08-03,266355961,Mirabela,"I really loved my stay in Kat’s house.<br/>The house is lovely, clean and it gives you the feeling that you’re home.<br/>Also, there are many shops around , 10-12 min to Walthamstow central station that takes you to Oxford circus in less than half an hour.<br/>Kat it’s an amazing person, extremely helpful and kind.<br/>I would highly recommend Kat’s place, I really enjoyed the month spent in there, everything was perfect."
8834649,514401766,2019-08-21,133414792,Samson,A wonderful place and lovely host :)
8834649,531385580,2019-09-17,12889944,Tony,"Private room in a small three bedroom apartment in deepest darkest Walthamstow. I don't usually subject myself to rooms and tend to go for whole places, but needs must! Kasia was very nice and we frequently spoke to each other. there is a cat and also a Romanian guy living in the other room. fine for a night or two if you're in the area. 10 min walk from the centre and close to Forest Road."
8834649,532608271,2019-09-20,111144231,Aire,"Katherina’s place was great, in a quiet residential area, very close to the tube station and shops. Everything was very clean and looked exactly like on the photos. The checkin process was very easy and the communication ran extremely smoothly as I booked it on the last minute early in the morning but got an immediate response. Katherina definitely is a super host and  I can highly recommend staying at her house!"
8834649,538946245,2019-09-30,233340300,Snoden,"If you're traveling to London I highly recommend Kat's place.  Kat is very friendly and helpful. The room was very clean and comfortable.  Great location, just a few minutes walk to the tube to central London.  I would definitely stay at Kat's place again.<br/><br/>Snowden"
8834649,541562346,2019-10-05,10133567,Theoneandonly,"Katherina is a fantastic host that went above and beyond to make sure I felt welcome and comfortable in her home. She was very quick to respond to messages, and was kind enough to let me check in early, as well as check out late. She also gave me lots of tips on where to eat and do some shopping, keeping in mind my dietary restrictions as a Muslim, which I found very thoughtful and helpful. <br/>Her home is very beautifully and creatively decorated, and I absolutely loved my room! It was very spacious, well-decorated, and the down pillows and duvet on the large bed were exactly what I needed after spending a month on a tiny bed in a cold attic at my last Airbnb. The cherry on top was her sweet little cat Henrietta, who was very well-behaved and got comfortable enough with me to spend afternoons next to me while I did my work.<br/>I honestly had such a good experience that I ended up extending my stay, and even booked again to stay with Katherina when I return from a short trip to Berlin to see a friend."
8834649,547549300,2019-10-15,38190742,Emily,"Kat’s place is ideal! It is located conveniently in London on the Tube line and Kat is a very kind host. The bed is extremely comfortable and the room is spacious. Her flat is very clean and her cat, Henrietta, is a sweetheart. This was my second stay at Kat’s and I wouldn’t hesitate to book again!"
8834649,562114206,2019-11-10,174445732,Marcin,"I had a wonderful stay at Kat's apartment. Kat was an excellent host -  she was very welcoming, quick to respond to any questions, and flexible in accommodating my change in plans. The apartment itself is clean, quiet and the location has great connections to the city centre. I would definitely recommend it!"
8834649,565940336,2019-11-18,291525256,Irena,"I stayed at Kate's place for a one week. She is nice, warm, informative person. What I really liked that this place in comparison with other airbnb places was really worth to stay. Underground is nearby, Walthamstow market and pubs within walking distance, and I could use the kitchen!! Despite some airbnb places mentioned that kitchen amenities are available, you hardly can use it. Here you really could!! Thank you Katherina!"
8834649,571510360,2019-12-01,116153289,Alexandra,"Kat is such a great host! She is so nice and friendly. She even gave me gifts that she made, which is so lovely! I love the room that I stayed! It is very cozy and the bed is super comfortable! I had a good night sleep for the time I stayed! I also love she light the candles in the bathroom, which I think is super nice and tasteful! Thank you Kat! I will definitely stay with her again next time I come to London!"
8834649,586037621,2020-01-01,7910084,Elena,"Kat is very nice and lovely. She makes you feel like at home.<br/>If I return to London, I will stay with she again"
8834649,593238363,2020-01-15,7602912,Ed,My second stay at Katherina’s and it was great. She is a very good hostess ! The place is conveniently located and couldn’t be better. Much recommended!
8834649,600203196,2020-02-01,6673425,Przemek,"I enjoyed my stay here. The connection to central London is excellent, the neighbourhood has a lot of food shops which is convenient after a long day. Cool owner who cares about your stay and the place. Recommended."
8834649,653841755,2020-08-20,174557757,Silvia,"Katherina was a perfect host: even if I booked for my mum (who doesn't actually speak a lot of english) she has been very welcoming and kind also with me. <br/>Her house was amazing, but the room was even more: clean, big, with a lot of space for luggages and your own stuff. <br/>The house is perfectly located near a lot of shops and 10 minutes walking from tube. <br/>Also, the house was perfectly cleaned and sanitized, that with the Covid situation is something to not understimate: we both felt safe and like home. <br/><br/>If my mum or friends will come in London, I will definitely book here again."
8834649,661113913,2020-09-06,31586485,Yonca,"Helloo. Katherina is very nice and hospitable host. house was clean, nicely decorated, peaceful and walk distance to underground. if i need an accommodation in london i ll definatelly stay here again. thank you Katherina x x x"
8834649,662925265,2020-09-11,31586485,Yonca,everything was great. thank you Katherina
8834649,700594089,2020-10-15,185881721,Mark,"Kat is a great host, lovely welcome and good company. Her home is a good place to stay, exactly as described and good value. I will certainly stay again in the future"
8834649,705022257,2020-10-30,291525256,Irena,"I had an amazing staying at Kat place and I was impressed with covid's hygiene standards. I felt welcomed, cosy and safe. Lovely neighbourhood, friendly street."
8834649,751174136,2021-04-23,6237697,Rosemary,Very good value; lovely host and near a good tube line.  Area is nice.
8834649,752811881,2021-04-28,62965335,Kelvin,Close walk from Walthamstow Central which can take you into Central London in 30mins. House is on quiet side street and Katherina is an amazing host
8834649,404851438518874546,2021-07-12,11445505,Laurence,"Katherina is a great host,very warm!<br/>The bedroom is great and spacious I would totally recommend her place!"
8834649,429488181937753220,2021-08-15,47458478,P,So good I extended my stay!
8834649,439671402865051696,2021-08-29,47458478,P,Deserves the Superhost status!
8834649,443272974053559180,2021-09-03,64451313,Megan,"I had a lovely stay and a good few nights sleep. A lovely ,clean and creative home. <br/>Thankyou , Katherina"
8834649,448309378343121584,2021-09-10,38190742,Emily,"Katherina's place really feels like home. It's comfortable, affordable, and grants excellent access to the city. Walthamstow itself is also a great place to be, with fun sites to see and great food! I had a wonderful visit and look forward to coming back again!"
8834649,470089317087610125,2021-10-10,47361524,Maica,"Kat is a very responsable and reactive host. The communication was very good attentive and respectful. The apartment is clean and well organized. The location is comfortable, a few minutes to the underground and over ground with many services and bars. The room is calm and also the neighborhood is. I had very nice exchanges with Kat and her cat was lovely, very descrete and kind. A place to recommend."
8834649,474484897381317111,2021-10-16,78709261,Matthew,Lovely room really close to the centre!
8834649,493983535597744525,2021-11-12,129685530,Mattia,"Katherina's place is litterally amazing. It really feels like home in a sense that it brings you happiness to live in. The attention to details and the room's design is what impressed me the most, it's just wonderful.  The interior design is just magical, a bit like Alice in Wonderland or Frozen.<br/>The room is big, with a very comfy bed and matress, a useful table and an entire wardrobe, as well as a nice and big window wich allows to the natural light to come in. The bathroom is perfect, very clean and fragrant. The kitchen is clean and I got my spaces to store my food in the fridge and in the cupboard. <br/>Regarding the position, the apartment is located in Walthamstow, less than 10 min walk to the tube and overground station, in zone 3 at the end of the victoria line,  which brings you in central london in about 20 min. The district is very nice, familiar, with plenty of services, including a great sport center with gym and running track. <br/>Finally, Katherina is the best host I ever met, she is caring and approchable, and I'm really thankful and grateful to her for making my stay in London amazing. <br/>Summary: totally reccomended."
8911594,53827710,2015-11-13,46655951,Elizabeth,"What a great place! Phenomenal neighborhood and really nice flat. Accurate pictures and description. William and Rex were extremely responsive and helpful. Despite a minor issue with the hot water heater that was quickly rectified, we were very pleased and would recommend this flat to anyone."
8911594,54135400,2015-11-16,2019815,Niel,"Great stay at William's property. Apartment is cozy and well appointed, and in an ideal location. Communication with the host was prompt and informative. "
8911594,54613769,2015-11-22,47445618,Chris,"Wonderful apartment in a great location with many good restaurants close by. The apartment was like a 5 star hotel, very modern with nice touches like up-market bathroom accessories and lots of information to guide my visit. Will most def stay again!"
